Merchant ID,Merchant Criteria,Merchant Type
X209186907,(UKE) Usaha Kecil,Watches & Jewelry
X209202167,(UKE) Usaha Kecil,Watches & Jewelry
X209202308,(UKE) Usaha Kecil,Restaurants
X209212653,(UKE) Usaha Kecil,Clothing
X209111665,(UKE) Usaha Kecil,Telecommunication
X209136324,(UKE) Usaha Kecil,Miscellaneous
X209139559,(UKE) Usaha Kecil,Transportation
X605007912,(UKE) Usaha Kecil,Miscellaneous
X605002649,(UKE) Usaha Kecil,Miscellaneous
X209149996,(UKE) Usaha Kecil,Clothing
X608012758,(UBE) Usaha Besar,Computer
X608012773,(UMI) Usaha Mikro,Restaurants
X608012710,(UMI) Usaha Mikro,Restaurants
X610004497,(UKE) Usaha Kecil,Miscellaneous
X610004912,(UKE) Usaha Kecil,Restaurants
X605008801,(UMI) Usaha Mikro,Restaurants
X604003993,(UKE) Usaha Kecil,Restaurants
X608011197,(UMI) Usaha Mikro,Restaurants
X614017256,(UMI) Usaha Mikro,Electronic
X607010905,(UMI) Usaha Mikro,Restaurants
X616006146,(UME) Usaha Menengah,Miscellaneous
X602008030,(UMI) Usaha Mikro,Clothing
X608010516,(UME) Usaha Menengah,Health Service
X614003849,(UMI) Usaha Mikro,Restaurants
X610036363,(UME) Usaha Menengah,Food & Beverages
X615007823,(UME) Usaha Menengah,Food & Beverages
X612058243,(UME) Usaha Menengah,Restaurants
X612010726,(UMI) Usaha Mikro,Restaurants
X605007064,(UME) Usaha Menengah,Automobiles And Vehicles
X612021034,(UKE) Usaha Kecil,Miscellaneous
X609006610,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X614017264,(UKE) Usaha Kecil,Restaurants
X614017261,(UKE) Usaha Kecil,Restaurants
X614017260,(UKE) Usaha Kecil,Restaurants
X614005747,(UKE) Usaha Kecil,Miscellaneous
X615008585,(UKE) Usaha Kecil,Restaurants
X615008581,(UKE) Usaha Kecil,Restaurants
X605010683,(UMI) Usaha Mikro,Clothing
X608011152,(UMI) Usaha Mikro,Miscellaneous
X608016868,(UMI) Usaha Mikro,Miscellaneous
X615008611,(UMI) Usaha Mikro,Restaurants
X615008615,(UMI) Usaha Mikro,Restaurants
X604066450,(UME) Usaha Menengah,Supermarket/Grocery Stores
X607010920,(UMI) Usaha Mikro,Restaurants
X608011151,(UMI) Usaha Mikro,Miscellaneous
X614005771,(UMI) Usaha Mikro,Restaurants
X614016042,(UMI) Usaha Mikro,Restaurants
X610005283,(UKE) Usaha Kecil,Community Agencies
X605010800,(UMI) Usaha Mikro,Miscellaneous
X605010818,(UMI) Usaha Mikro,Health Service
X605010834,(UMI) Usaha Mikro,Entertainment
X612006970,(UMI) Usaha Mikro,Restaurants
X605012167,(UKE) Usaha Kecil,Restaurants
X605012236,(UKE) Usaha Kecil,Entertainment
X605012745,(UKE) Usaha Kecil,Restaurants
X608016920,(UKE) Usaha Kecil,Restaurants
X616001207,(UME) Usaha Menengah,Restaurants
X605012106,(UKE) Usaha Kecil,Miscellaneous
X618004704,(UKE) Usaha Kecil,Restaurants
X605013983,(UKE) Usaha Kecil,Miscellaneous
X606042071,(UKE) Usaha Kecil,Supermarket/Grocery Stores
X606055359,(UKE) Usaha Kecil,Supermarket/Grocery Stores
X607013018,(UKE) Usaha Kecil,Restaurants
X616001210,(UKE) Usaha Kecil,Restaurants
X616001515,(UME) Usaha Menengah,Hotels & Motels
X601049278,(UKE) Usaha Kecil,Community Agencies
X606006826,(UMI) Usaha Mikro,Stationaries/Office
X605014475,(UMI) Usaha Mikro,Food & Beverages
X605014729,(UMI) Usaha Mikro,Health Service
X602013850,(UME) Usaha Menengah,Restaurants
X610008334,(UKE) Usaha Kecil,Restaurants
X605011013,(UMI) Usaha Mikro,Health Service
X611006809,(UMI) Usaha Mikro,Restaurants
X617050132,(UMI) Usaha Mikro,Food & Beverages
X617052311,(UMI) Usaha Mikro,Food & Beverages
X601001828,(UKE) Usaha Kecil,Restaurants
X605025444,(UMI) Usaha Mikro,Entertainment
X609414348,(UMI) Usaha Mikro,Food & Beverages
X609415144,(UMI) Usaha Mikro,Restaurants
X609415171,(UMI) Usaha Mikro,Automobiles And Vehicles
X609415244,(UMI) Usaha Mikro,Restaurants
X612060084,(UMI) Usaha Mikro,Restaurants
X606070957,(UMI) Usaha Mikro,Restaurants
X606071861,(UMI) Usaha Mikro,Clothing
X610008689,(UMI) Usaha Mikro,Restaurants
X610036374,(UBE) Usaha Besar,Health Service
X611009502,(UMI) Usaha Mikro,Clothing
X608026242,(UMI) Usaha Mikro,Miscellaneous
X609078534,(UMI) Usaha Mikro,Health Service
X602014921,(UMI) Usaha Mikro,Miscellaneous
X610008393,(UKE) Usaha Kecil,Restaurants
X610008593,(UMI) Usaha Mikro,Restaurants
X605016396,(UMI) Usaha Mikro,Miscellaneous
X608017045,(UMI) Usaha Mikro,Miscellaneous
X618019670,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X609046053,(UMI) Usaha Mikro,Food & Beverages
X609046222,(UKE) Usaha Kecil,Entertainment
X608017101,(UKE) Usaha Kecil,Restaurants
X607021219,(UBE) Usaha Besar,Miscellaneous
X601500090,(UBE) Usaha Besar,Automobile Rental
X608016626,(UME) Usaha Menengah,Health Service
X605030700,(UMI) Usaha Mikro,Restaurants
X616002915,(UME) Usaha Menengah,Restaurants
X608017128,(UMI) Usaha Mikro,Restaurants
X606007646,(UBE) Usaha Besar,Transportation
X606007649,(UBE) Usaha Besar,Transportation
X618034030,(UMI) Usaha Mikro,Food & Beverages
X618020029,(UMI) Usaha Mikro,Food & Beverages
X614037613,(UMI) Usaha Mikro,Miscellaneous
X609089695,(UMI) Usaha Mikro,Restaurants
X609091694,(UMI) Usaha Mikro,Restaurants
X609092541,(UMI) Usaha Mikro,Restaurants
X609092650,(UMI) Usaha Mikro,Food & Beverages
X609093032,(UMI) Usaha Mikro,Miscellaneous
X609093685,(UMI) Usaha Mikro,Miscellaneous
X609093891,(UMI) Usaha Mikro,Miscellaneous
X610045936,(UMI) Usaha Mikro,Food & Beverages
X610048304,(UMI) Usaha Mikro,Miscellaneous
X612067718,(UMI) Usaha Mikro,Restaurants
X608039894,(UMI) Usaha Mikro,Food & Beverages
X605009143,(UKE) Usaha Kecil,Miscellaneous
X612063871,(UMI) Usaha Mikro,Restaurants
X609089530,(UMI) Usaha Mikro,Miscellaneous
X608011105,(UMI) Usaha Mikro,Miscellaneous
X604066687,(UKE) Usaha Kecil,Food & Beverages
X604066708,(UKE) Usaha Kecil,Miscellaneous
X601069851,(UMI) Usaha Mikro,Entertainment
X608017150,(UMI) Usaha Mikro,Restaurants
X615008704,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X604079382,(UMI) Usaha Mikro,Restaurants
X604090644,(UMI) Usaha Mikro,Miscellaneous
X608013013,(UMI) Usaha Mikro,Miscellaneous
X605017262,(UMI) Usaha Mikro,Miscellaneous
X615040565,(UMI) Usaha Mikro,Restaurants
X615044746,(UMI) Usaha Mikro,Restaurants
X615045635,(UMI) Usaha Mikro,Restaurants
X615045960,(UMI) Usaha Mikro,Restaurants
X615047471,(UMI) Usaha Mikro,Restaurants
X610010537,(UMI) Usaha Mikro,Restaurants
X615043347,(UMI) Usaha Mikro,Restaurants
X615043365,(UMI) Usaha Mikro,Restaurants
X615044383,(UMI) Usaha Mikro,Restaurants
X605017300,(UMI) Usaha Mikro,Miscellaneous
X616005918,(UME) Usaha Menengah,Supermarket/Grocery Stores
X606007438,(UKE) Usaha Kecil,Transportation
X607021749,(UKE) Usaha Kecil,Restaurants
X617010407,(UME) Usaha Menengah,Supermarket/Grocery Stores
X601045513,(UKE) Usaha Kecil,Shoes And Bag
X12407649,(UBE) Usaha Besar,Department Stores
X615033054,(UMI) Usaha Mikro,Restaurants
X607021847,(UKE) Usaha Kecil,Restaurants
X603003538,(UMI) Usaha Mikro,Community Agencies
X610048959,(UMI) Usaha Mikro,Community Agencies
X611034343,(UKE) Usaha Kecil,Supermarket/Grocery Stores
X618034349,(UMI) Usaha Mikro,Health Service
X602016472,(UME) Usaha Menengah,Restaurants
X602022656,(UMI) Usaha Mikro,Restaurants
X608026493,(UMI) Usaha Mikro,Restaurants
X614052083,(UMI) Usaha Mikro,Restaurants
X616001213,(UME) Usaha Menengah,Clothing
X606007358,(UKE) Usaha Kecil,Restaurants
X610048961,(UMI) Usaha Mikro,Community Agencies
X602055497,(UMI) Usaha Mikro,Health Service
X608016637,(UME) Usaha Menengah,Hotels & Motels
X608016636,(UME) Usaha Menengah,Hotels & Motels
X614060176,(UKE) Usaha Kecil,Restaurants
X614060177,(UKE) Usaha Kecil,Restaurants
X610500235,(UBE) Usaha Besar,Restaurants
X602019038,(UMI) Usaha Mikro,Restaurants
X614050522,(UKE) Usaha Kecil,Miscellaneous
X5082664,(UBE) Usaha Besar,Hotels & Motels
X606008385,(UMI) Usaha Mikro,Health Service
X614050861,(UMI) Usaha Mikro,Miscellaneous
X609058581,(UMI) Usaha Mikro,Restaurants
X617041483,(UME) Usaha Menengah,Restaurants
X603053658,(UMI) Usaha Mikro,Health Service
X614023570,(UKE) Usaha Kecil,Health Service
X603003404,(UMI) Usaha Mikro,Restaurants
X605036541,(UMI) Usaha Mikro,Miscellaneous
X615033109,(UKE) Usaha Kecil,Telecommunication
X615033153,(UKE) Usaha Kecil,Travel
X617041535,(UME) Usaha Menengah,Entertainment
X618034503,(UMI) Usaha Mikro,Restaurants
X607025793,(UKE) Usaha Kecil,Restaurants
X610027152,(UKE) Usaha Kecil,Entertainment
X617011695,(URE) Usaha Reguler,Restaurants
X612003038,(UME) Usaha Menengah,Food & Beverages
X615033062,(UMI) Usaha Mikro,Restaurants
X602062542,(UMI) Usaha Mikro,Home Furnishing
X609061340,(UME) Usaha Menengah,Food & Beverages
X612026555,(UME) Usaha Menengah,Miscellaneous
X617041521,(UKE) Usaha Kecil,Miscellaneous
X607022076,(UMI) Usaha Mikro,Miscellaneous
X611018995,(UMI) Usaha Mikro,Community Agencies
X614052773,(UKE) Usaha Kecil,Supermarket/Grocery Stores
X614005624,(UKE) Usaha Kecil,Restaurants
X617041687,(UME) Usaha Menengah,Restaurants
X608030550,(UKE) Usaha Kecil,Health Service
X608059786,(UKE) Usaha Kecil,Health Service
X608030545,(UKE) Usaha Kecil,Stationaries/Office
X609062253,(UMI) Usaha Mikro,Food & Beverages
X607027296,(UMI) Usaha Mikro,Miscellaneous
X615033234,(UBE) Usaha Besar,Transportation
X608052404,(UMI) Usaha Mikro,Department Stores
X617041709,(UME) Usaha Menengah,Restaurants
X602075079,(UMI) Usaha Mikro,Restaurants
X610014001,(UKE) Usaha Kecil,Miscellaneous
X608052469,(UMI) Usaha Mikro,Hotels & Motels
X605043326,(UMI) Usaha Mikro,Miscellaneous
X608017228,(UKE) Usaha Kecil,Restaurants
X608063165,(UKE) Usaha Kecil,Health Service
X607027590,(UKE) Usaha Kecil,Miscellaneous
X610017084,(UKE) Usaha Kecil,Clothing
X618034684,(UMI) Usaha Mikro,Restaurants
X608067288,(UKE) Usaha Kecil,Hotels & Motels
X618034736,(UMI) Usaha Mikro,Restaurants
X609106802,(UKE) Usaha Kecil,Restaurants
X617044082,(UKE) Usaha Kecil,Miscellaneous
X12422853,(UBE) Usaha Besar,Restaurants
X12422887,(UBE) Usaha Besar,Restaurants
X12940011,(UBE) Usaha Besar,Food & Beverages
X12940037,(UBE) Usaha Besar,Food & Beverages
X12940078,(UBE) Usaha Besar,Food & Beverages
X4990065,(UBE) Usaha Besar,Supermarket/Grocery Stores
X6990048,(UBE) Usaha Besar,Food & Beverages
X606009035,(UMI) Usaha Mikro,Restaurants
X606007503,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X610500239,(UBE) Usaha Besar,Entertainment
X602005916,(UME) Usaha Menengah,Entertainment
X611045098,(UKE) Usaha Kecil,Supermarket/Grocery Stores
X608047473,(UKE) Usaha Kecil,Clothing
X607029400,(UMI) Usaha Mikro,Restaurants
X614083852,(UMI) Usaha Mikro,Miscellaneous
X614083853,(UMI) Usaha Mikro,Restaurants
X608059796,(UKE) Usaha Kecil,Restaurants
X611031622,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X610010074,(UMI) Usaha Mikro,Restaurants
X611019094,(UMI) Usaha Mikro,Restaurants
X609106806,(UKE) Usaha Kecil,Restaurants
X608088832,(UMI) Usaha Mikro,Miscellaneous
X608079798,(UMI) Usaha Mikro,Restaurants
X614046061,(UMI) Usaha Mikro,Restaurants
X617073773,(UMI) Usaha Mikro,Restaurants
X602075289,(UME) Usaha Menengah,Stationaries/Office
X610077455,(UMI) Usaha Mikro,Restaurants
X607055717,(UME) Usaha Menengah,Entertainment
X615033380,(UKE) Usaha Kecil,Supermarket/Grocery Stores
X612078579,(UME) Usaha Menengah,Miscellaneous
X608053804,(UMI) Usaha Mikro,Restaurants
X608053800,(UMI) Usaha Mikro,Restaurants
X615033203,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X614061419,(UMI) Usaha Mikro,Health Service
X602050503,(UMI) Usaha Mikro,Restaurants
X606007095,(UKE) Usaha Kecil,Restaurants
X608047509,(UMI) Usaha Mikro,Clothing
X609109963,(UMI) Usaha Mikro,Food & Beverages
X604004063,(UBE) Usaha Besar,Health Service
X608047574,(UKE) Usaha Kecil,Transportation
X6091649,(UBE) Usaha Besar,Stationaries/Office
X12126900,(UBE) Usaha Besar,Home Furnishing
X12208583,(UBE) Usaha Besar,Health Service
X12274254,(UBE) Usaha Besar,Department Stores
X12274411,(UBE) Usaha Besar,Department Stores
X12283644,(UBE) Usaha Besar,Food & Beverages
X12283669,(UBE) Usaha Besar,Food & Beverages
X12283685,(UBE) Usaha Besar,Food & Beverages
X12283701,(UBE) Usaha Besar,Food & Beverages
X12283743,(UBE) Usaha Besar,Food & Beverages
X12283768,(UBE) Usaha Besar,Food & Beverages
X12283784,(UBE) Usaha Besar,Food & Beverages
X12283826,(UBE) Usaha Besar,Food & Beverages
X604004141,(UME) Usaha Menengah,Health Service
X606008946,(UKE) Usaha Kecil,Restaurants
X605041793,(UMI) Usaha Mikro,Miscellaneous
X616011294,(UKE) Usaha Kecil,Miscellaneous
X617093125,(UME) Usaha Menengah,Entertainment
X610008475,(UME) Usaha Menengah,Entertainment
X617041860,(UME) Usaha Menengah,Supermarket/Grocery Stores
X604004021,(UKE) Usaha Kecil,Home Furnishing
X602128775,(UMI) Usaha Mikro,Miscellaneous
X602050505,(UMI) Usaha Mikro,Restaurants
X12273876,(UBE) Usaha Besar,Department Stores
X616022681,(UME) Usaha Menengah,Department Stores
X608079908,(UMI) Usaha Mikro,Miscellaneous
X617041779,(UME) Usaha Menengah,Telecommunication
X610006195,(UKE) Usaha Kecil,Restaurants
X610006197,(UKE) Usaha Kecil,Restaurants
X610006190,(UKE) Usaha Kecil,Restaurants
X618056971,(UMI) Usaha Mikro,Health Service
X611039739,(UME) Usaha Menengah,Restaurants
X615033399,(UMI) Usaha Mikro,Miscellaneous
X204238059,(UME) Usaha Menengah,Entertainment
X617095341,(UBE) Usaha Besar,Hotels & Motels
X615033460,(UKE) Usaha Kecil,Miscellaneous
X616038556,(UMI) Usaha Mikro,Miscellaneous
X609110223,(UMI) Usaha Mikro,Restaurants
X609110224,(UKE) Usaha Kecil,Restaurants
X610027602,(UMI) Usaha Mikro,Miscellaneous
X611009801,(UMI) Usaha Mikro,Restaurants
X203162847,(UBE) Usaha Besar,Restaurants
X204186670,(UBE) Usaha Besar,Transportation
X202041232,(UBE) Usaha Besar,Entertainment
X202041471,(UBE) Usaha Besar,Entertainment
X202041489,(UBE) Usaha Besar,Entertainment
X615033481,(UKE) Usaha Kecil,OTHERS
X601073201,(UKE) Usaha Kecil,Restaurants
X608047584,(UKE) Usaha Kecil,Restaurants
X608059802,(UKE) Usaha Kecil,Miscellaneous
X608059804,(UKE) Usaha Kecil,Restaurants
X612003049,(UBE) Usaha Besar,Department Stores
X617095343,(UKE) Usaha Kecil,Restaurants
X601073123,(UKE) Usaha Kecil,Restaurants
X607081359,(UKE) Usaha Kecil,Restaurants
X607081367,(UKE) Usaha Kecil,Restaurants
X611044817,(UME) Usaha Menengah,Restaurants
X617096544,(UME) Usaha Menengah,Restaurants
X617096552,(UMI) Usaha Mikro,Restaurants
X617095339,(UME) Usaha Menengah,Miscellaneous
X606009828,(UBE) Usaha Besar,Transportation
X606009829,(UBE) Usaha Besar,Transportation
X606009832,(UBE) Usaha Besar,Transportation
X606009835,(UBE) Usaha Besar,Transportation
X606009836,(UBE) Usaha Besar,Transportation
X606009840,(UBE) Usaha Besar,Transportation
X606009841,(UBE) Usaha Besar,Transportation
X606009845,(UBE) Usaha Besar,Transportation
X606009855,(UBE) Usaha Besar,Transportation
X606009853,(UBE) Usaha Besar,Transportation
X606009854,(UBE) Usaha Besar,Transportation
X606009856,(UBE) Usaha Besar,Transportation
X606009862,(UBE) Usaha Besar,Transportation
X606009869,(UBE) Usaha Besar,Transportation
X606009871,(UBE) Usaha Besar,Transportation
X606009874,(UBE) Usaha Besar,Transportation
X606009875,(UBE) Usaha Besar,Transportation
X606009876,(UBE) Usaha Besar,Transportation
X606009881,(UBE) Usaha Besar,Transportation
X606009882,(UBE) Usaha Besar,Transportation
X606009889,(UBE) Usaha Besar,Transportation
X606009891,(UBE) Usaha Besar,Transportation
X606009895,(UBE) Usaha Besar,Transportation
X606009897,(UBE) Usaha Besar,Transportation
X606009901,(UBE) Usaha Besar,Transportation
X606009903,(UBE) Usaha Besar,Transportation
X606009904,(UBE) Usaha Besar,Transportation
X606009912,(UBE) Usaha Besar,Transportation
X606009913,(UBE) Usaha Besar,Transportation
X606009925,(UBE) Usaha Besar,Transportation
X606009927,(UBE) Usaha Besar,Transportation
X606009928,(UBE) Usaha Besar,Transportation
X606009830,(UBE) Usaha Besar,Transportation
X606009859,(UBE) Usaha Besar,Transportation
X204111462,(UME) Usaha Menengah,Entertainment
X617096555,(UMI) Usaha Mikro,Clothing
X206210809,(UME) Usaha Menengah,Restaurants
X606009699,(UME) Usaha Menengah,Restaurants
X615099595,(UMI) Usaha Mikro,Restaurants
X609110228,(UMI) Usaha Mikro,Health Service
X607081442,(UME) Usaha Menengah,Restaurants
X208001771,(UKE) Usaha Kecil,Restaurants
X618057095,(UMI) Usaha Mikro,Miscellaneous
X617096575,(UMI) Usaha Mikro,Restaurants
X617095943,(UME) Usaha Menengah,Restaurants
X610027649,(UMI) Usaha Mikro,Restaurants
X617096585,(URE) Usaha Reguler,Automobiles And Vehicles
X607054830,(UMI) Usaha Mikro,Miscellaneous
X612003051,(UKE) Usaha Kecil,Miscellaneous
X609110353,(UMI) Usaha Mikro,Restaurants
X618057135,(UMI) Usaha Mikro,Restaurants
X605065923,(UMI) Usaha Mikro,Miscellaneous
X607081664,(UKE) Usaha Kecil,Restaurants
X607081666,(UMI) Usaha Mikro,Restaurants
X607081667,(UMI) Usaha Mikro,Restaurants
X607081670,(UMI) Usaha Mikro,Restaurants
X606067648,(UMI) Usaha Mikro,Miscellaneous
X618057216,(UME) Usaha Menengah,Restaurants
X607081515,(UME) Usaha Menengah,Entertainment
X607081709,(UME) Usaha Menengah,Automobiles And Vehicles
X607081508,(UME) Usaha Menengah,Entertainment
X607081511,(UME) Usaha Menengah,Entertainment
X607081513,(UME) Usaha Menengah,Entertainment
X607081698,(UME) Usaha Menengah,Restaurants
X607081704,(UME) Usaha Menengah,Restaurants
X607081696,(UME) Usaha Menengah,Restaurants
X615099643,(UME) Usaha Menengah,Food & Beverages
X607085280,(UME) Usaha Menengah,Restaurants
X601073254,(UKE) Usaha Kecil,Restaurants
X607029152,(UMI) Usaha Mikro,Miscellaneous
X602006381,(UMI) Usaha Mikro,Restaurants
X207140641,(UME) Usaha Menengah,Entertainment
X207140674,(UME) Usaha Menengah,Entertainment
X207140682,(UME) Usaha Menengah,Entertainment
X207140690,(UME) Usaha Menengah,Entertainment
X207140716,(UME) Usaha Menengah,Entertainment
X11017480,(UME) Usaha Menengah,Supermarket/Grocery Stores
X605066012,(UMI) Usaha Mikro,Food & Beverages
X608095776,(UKE) Usaha Kecil,Restaurants
X608095775,(UKE) Usaha Kecil,Food & Beverages
X607084818,(UMI) Usaha Mikro,Miscellaneous
X607085552,(UME) Usaha Menengah,Entertainment
X607085554,(UME) Usaha Menengah,Entertainment
X605066325,(UMI) Usaha Mikro,Restaurants
X605066327,(UMI) Usaha Mikro,Miscellaneous
X607085536,(UMI) Usaha Mikro,Restaurants
X610027697,(UMI) Usaha Mikro,Restaurants
X610027709,(UMI) Usaha Mikro,Restaurants
X610027707,(UMI) Usaha Mikro,Restaurants
X610027706,(UMI) Usaha Mikro,Restaurants
X610027701,(UMI) Usaha Mikro,Restaurants
X610027700,(UMI) Usaha Mikro,Restaurants
X610027696,(UMI) Usaha Mikro,Restaurants
X608047767,(UBE) Usaha Besar,Health Service
X601073261,(UKE) Usaha Kecil,Restaurants
X618057217,(UME) Usaha Menengah,Restaurants
X607027394,(UKE) Usaha Kecil,Supermarket/Grocery Stores
X211000426,(UME) Usaha Menengah,Restaurants
X609110892,(UMI) Usaha Mikro,Restaurants
X601025390,(UMI) Usaha Mikro,Restaurants
X607088541,(UMI) Usaha Mikro,Entertainment
X602006077,(UMI) Usaha Mikro,Restaurants
X617096881,(UME) Usaha Menengah,Restaurants
X208002137,(UME) Usaha Menengah,Restaurants
X618057429,(UMI) Usaha Mikro,Home Furnishing
X607088550,(UME) Usaha Menengah,Miscellaneous
X607089030,(UME) Usaha Menengah,Miscellaneous
X608047788,(UMI) Usaha Mikro,Clothing
X615099720,(UKE) Usaha Kecil,Restaurants
X608079691,(UME) Usaha Menengah,Hotels & Motels
X617096886,(UME) Usaha Menengah,Entertainment
X617096679,(UME) Usaha Menengah,Food & Beverages
X611065829,(UME) Usaha Menengah,Computer
X618057669,(UMI) Usaha Mikro,Restaurants
X618057690,(UMI) Usaha Mikro,Food & Beverages
X618057610,(UMI) Usaha Mikro,Telecommunication
X608095783,(UKE) Usaha Kecil,Entertainment
X617096982,(UME) Usaha Menengah,Health Service
X607089732,(UKE) Usaha Kecil,Clothing
X607089657,(UME) Usaha Menengah,Restaurants
X607086031,(UMI) Usaha Mikro,Miscellaneous
X615099809,(UME) Usaha Menengah,Transportation
X615099810,(UME) Usaha Menengah,Transportation
X610109773,(UKE) Usaha Kecil,Restaurants
X610109774,(UKE) Usaha Kecil,Restaurants
X610010575,(UKE) Usaha Kecil,Restaurants
X607091102,(UMI) Usaha Mikro,Restaurants
X210900268,(UBE) Usaha Besar,Department Stores
X615099878,(UME) Usaha Menengah,Restaurants
X617096987,(UME) Usaha Menengah,Restaurants
X609119093,(UMI) Usaha Mikro,Food & Beverages
X609119090,(UBE) Usaha Besar,Health Service
X610109775,(UKE) Usaha Kecil,Restaurants
X208002187,(UME) Usaha Menengah,Restaurants
X618088829,(UMI) Usaha Mikro,Hotels & Motels
X617096996,(UME) Usaha Menengah,Miscellaneous
X610027604,(UMI) Usaha Mikro,Restaurants
X607091116,(UKE) Usaha Kecil,Food & Beverages
X604066752,(UKE) Usaha Kecil,Restaurants
X603100111,(UKE) Usaha Kecil,Miscellaneous
X610005442,(UKE) Usaha Kecil,Automobiles And Vehicles
X606068090,(UMI) Usaha Mikro,Food & Beverages
X617097097,(UBE) Usaha Besar,Miscellaneous
X606067923,(UME) Usaha Menengah,Restaurants
X617097099,(UKE) Usaha Kecil,Restaurants
X608096225,(UMI) Usaha Mikro,Miscellaneous
X608096212,(UMI) Usaha Mikro,Restaurants
X618088947,(UMI) Usaha Mikro,Entertainment
X608047879,(UBE) Usaha Besar,Education
X617097105,(UME) Usaha Menengah,Entertainment
X617097107,(UME) Usaha Menengah,Entertainment
X607091940,(UMI) Usaha Mikro,Miscellaneous
X607092852,(UKE) Usaha Kecil,Restaurants
X214002377,(UME) Usaha Menengah,Restaurants
X608047893,(UBE) Usaha Besar,Health Service
X618089164,(UKE) Usaha Kecil,Miscellaneous
X618089165,(UKE) Usaha Kecil,Miscellaneous
X618089140,(UKE) Usaha Kecil,Miscellaneous
X618089137,(UKE) Usaha Kecil,Miscellaneous
X618089186,(UKE) Usaha Kecil,Miscellaneous
X618089188,(UKE) Usaha Kecil,Miscellaneous
X618089167,(UKE) Usaha Kecil,Miscellaneous
X610005432,(UKE) Usaha Kecil,Restaurants
X605067400,(UMI) Usaha Mikro,Restaurants
X610027205,(UKE) Usaha Kecil,Restaurants
X602006073,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X604004253,(UME) Usaha Menengah,Electronic
X606068328,(UMI) Usaha Mikro,Restaurants
X603044503,(UMI) Usaha Mikro,Restaurants
X214002804,(UKE) Usaha Kecil,Clothing
X618089278,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X6071641,(UKE) Usaha Kecil,Supermarket/Grocery Stores
X607090564,(UKE) Usaha Kecil,Miscellaneous
X607095714,(UMI) Usaha Mikro,Entertainment
X609120520,(UMI) Usaha Mikro,Restaurants
X606068359,(UKE) Usaha Kecil,Community Agencies
X614097523,(UMI) Usaha Mikro,Restaurants
X214482267,(UBE) Usaha Besar,Health Service
X605040408,(UMI) Usaha Mikro,Restaurants
X602136115,(UMI) Usaha Mikro,Food & Beverages
X608011397,(UME) Usaha Menengah,Department Stores
X608029177,(UME) Usaha Menengah,Supermarket/Grocery Stores
X606068340,(UME) Usaha Menengah,Telecommunication
X606068338,(UME) Usaha Menengah,Telecommunication
X618034382,(UMI) Usaha Mikro,Restaurants
X204000609,(UME) Usaha Menengah,Entertainment
X609120625,(UMI) Usaha Mikro,Watches & Jewelry
X609120621,(UBE) Usaha Besar,Health Service
X607097540,(UMI) Usaha Mikro,Community Agencies
X607097533,(UMI) Usaha Mikro,Restaurants
X612088201,(UKE) Usaha Kecil,Restaurants
X612088204,(UKE) Usaha Kecil,Restaurants
X612088206,(UKE) Usaha Kecil,Restaurants
X612088207,(UKE) Usaha Kecil,Restaurants
X612088209,(UKE) Usaha Kecil,Restaurants
X612088210,(UKE) Usaha Kecil,Restaurants
X612088214,(UKE) Usaha Kecil,Restaurants
X605067049,(UMI) Usaha Mikro,Restaurants
X608099738,(UMI) Usaha Mikro,Food & Beverages
X608099774,(UMI) Usaha Mikro,Food & Beverages
X609120658,(UMI) Usaha Mikro,Miscellaneous
X609120626,(UMI) Usaha Mikro,Restaurants
X608099687,(UKE) Usaha Kecil,Entertainment
X615100847,(UKE) Usaha Kecil,OTHERS
X602018710,(UMI) Usaha Mikro,Restaurants
X617097297,(UME) Usaha Menengah,Miscellaneous
X612088216,(UKE) Usaha Kecil,Health Service
X607097670,(UMI) Usaha Mikro,Miscellaneous
X601073387,(UKE) Usaha Kecil,Entertainment
X12000017,(UBE) Usaha Besar,Hotels & Motels
X612088215,(UKE) Usaha Kecil,Restaurants
X617097330,(URE) Usaha Reguler,Automobiles And Vehicles
X617097331,(URE) Usaha Reguler,Automobiles And Vehicles
X609120672,(UMI) Usaha Mikro,Restaurants
X609120675,(UMI) Usaha Mikro,Restaurants
X615100897,(UKE) Usaha Kecil,Restaurants
X610008337,(UKE) Usaha Kecil,Restaurants
X618089358,(UMI) Usaha Mikro,Restaurants
X208002197,(UME) Usaha Menengah,Restaurants
X605067468,(UKE) Usaha Kecil,Restaurants
X616046230,(UKE) Usaha Kecil,Restaurants
X617097320,(UME) Usaha Menengah,Food & Beverages
X617097323,(UME) Usaha Menengah,Food & Beverages
X617097326,(UME) Usaha Menengah,Food & Beverages
X607097704,(UMI) Usaha Mikro,Restaurants
X614122592,(UKE) Usaha Kecil,Automobiles And Vehicles
X614122601,(UKE) Usaha Kecil,Automobiles And Vehicles
X607097688,(UMI) Usaha Mikro,Food & Beverages
X614122607,(UKE) Usaha Kecil,Automobiles And Vehicles
